symbol,exchange,item_type,industry_category,last_price,company_name
MROX-B.ST,Stocks,N/A,13.40,13.40,MediRox AB (publ)
AAQ.SG,Stocks,N/A,1.32,1.32,AAP IMPLANTATE AG Inhaber-Aktie
INDOASIAP.BO,Stocks,N/A,10.40,10.40,Indo-Asian Foods and Commodities Limited
TAXA343.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
BRK.AX,Stocks,N/A,0.01,0.01,Brookside Energy Limited
AAZ.DU,Stocks,N/A,46.82,46.82,"ANADARKO PET.CORP. DL-,10"
ENDOMN0115.HE,Stocks,N/A,0.00,0.00,Endomines AB (publ)
ALGIS.PA,Stocks,N/A,0.24,0.24,GLOBAL INVESTMENT
AUROPHARM.NS,OBSOLETESYMBOL,N/A,0.00,0.00,AUROPHARM.NS
ANRRF,Stocks,N/A,1.50,1.50,Ardent Leisure Group
KRDXF,Stocks,N/A,78.80,78.80,KARDEX AG CHF10.35 (REGD)
AOCA.BE,Stocks,N/A,10.14,10.14,ALUMINUM CORP.OF ADR/25
FVI.SG,Stocks,N/A,7.43,7.43,Fair Value REIT-AG Inhaber-Akti
WCAGY,Stocks,N/A,30.04,30.04,Wirecard AG
AFW.BE,Stocks,N/A,123.48,123.48,"ALIGN TECHNOLOGY DL-,0001"
C8I.BE,Stocks,N/A,62.00,62.00,C-QUADRAT INVESTM.AG EO 1
LNZNF,Stocks,N/A,176.00,176.00,Lenzing Aktiengesellschaft
63625.ST,Stocks,N/A,0.00,0.00,63625.ST
MKE.AX,Stocks,N/A,0.00,0.00,MKE.AX
D7A.MU,Stocks,N/A,79.81,79.81,"DELPHI AUTOMOTIVE DL -,01"
MDG1.BE,Stocks,N/A,10.65,10.65,MEDIGENE AG NA O.N.
EDO.F,Stocks,N/A,0.06,0.06,Emerging Capital Limited
FXW.F,Stocks,N/A,1.15,1.15,First Acceptance Corporation
A58.MU,Stocks,N/A,162.22,162.22,"ANTHEM INC. DL-,01"
DBVA.F,Stocks,N/A,31.58,31.58,DBV Technologies S.A.
AAM.L,Stocks,N/A,69.50,69.50,Artemis VCT Ord
NSTFF,Stocks,N/A,0.01,0.01,NORTH ASIA STRATEGIC
ADD.DE,Stocks,N/A,5.27,5.27,Adler Modemärkte AG
RBRA-CRI93L1.SA,Stocks,N/A,313970.44,313970.44,RBCAPITALRESC93 EJA MB
AGLNY,Stocks,N/A,20.36,20.36,AGL Energy Limited
AGBRD,Stocks,N/A,0.99,0.99,NXChain Inc.
AMY.V,Stocks,N/A,0.18,0.18,American Manganese Inc
GNV.MU,Stocks,N/A,0.55,0.55,ANGANG STEEL CO. H YC 1
ALOKTEXT6.BO,Stocks,N/A,0.00,0.00,ALOKTEXT6.BO
EPZMF,Stocks,N/A,0.10,0.10,ENTERPRISE METALS LT
AOMD.HA,Stocks,N/A,29.30,29.30,ALSTOM S.A. INH. EO 7
QAT1.F,Stocks,N/A,1.53,1.53,"American Electric Technologies, Inc"
GW2A.MU,Stocks,N/A,102.48,102.48,GW PHARMACEUTICALS ADR/12
RESA-DEB13L0.SA,Stocks,N/A,1308.64,1308.64,RAIZEN ENERGD13
APY.AX,Stocks,N/A,0.01,0.01,Azonto Petroleum Limited
TAXA175.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
AUD.HA,Stocks,N/A,83.00,83.00,AUTODESK INC.
TTFB.DU,Stocks,N/A,33.90,33.90,TATNEFT PJSC ADR REG.S 6
44SA.BE,Stocks,N/A,17.08,17.08,SCHLUMBERGER VZ
SAB.BE,Stocks,N/A,15.01,15.01,SONIC HEALTHCARE
BASA.BE,Stocks,N/A,89.08,89.08,BASF SPONS. ADR 1
VLRT.SW,Stocks,N/A,8.36,8.36,Valartis Group AG
BOC.V,Stocks,N/A,0.08,0.08,BlueOcean NutraSciences Inc.
TAH.AX,Stocks,N/A,4.74,4.74,Tabcorp Holdings Limited
R2:BPHA3S.SA,N/A,N/A,N/A,N/A,N/A
TRAN-B.ST,Stocks,N/A,1.49,1.49,Transferator AB
SSI.AX,Stocks,N/A,0.00,0.00,SSI.AX
ZUBN.SW,Stocks,N/A,24.70,24.70,Züblin Immobilien Holding AG
FNMAP,Stocks,N/A,11.50,11.50,Federal National Mortgage Association
SOUISPAT.BO,Stocks,N/A,0.05,0.05,SOUTHERN ISPAT AND ENERGY LTD
ABI.MX,Stocks,N/A,2485.31,2485.31,Anheuser-Busch InBev SA/NV
EXJ.SG,Stocks,N/A,1.16,1.16,Enerxy AG i.L. Inhaber-Aktien o
BUF.SG,Stocks,N/A,0.16,0.16,S&O AGRAR AG Inhaber-Aktien o.N
ATXDY,Stocks,N/A,0.95,0.95,AusTex Oil Limited
SKWB.SG,BOND,N/A,104.36,104.36,Catella AB (publ)
0152.KL,Stocks,N/A,0.06,0.06,DGB ASIA BERHAD
ALBKF,Stocks,N/A,2.42,2.42,Alpha Bank A.E.
BRGE3.SA,Stocks,N/A,4.15,4.15,Consórcio Alfa de Administração S.A.
ALHPC.PA,Stocks,N/A,23.92,23.92,Heurtey Petrochem S.A.
NPNZF,Stocks,N/A,5.37,5.37,"Nippon Antenna Co., Ltd."
MLA.AX,Stocks,N/A,0.07,0.07,Medical Australia Limited
TG9.MU,Stocks,N/A,0.86,0.86,CLEANAWAY WASTE MNGMT
AMH.AX,Stocks,N/A,0.92,0.92,Amcil Limited
0QOP.L,Stocks,N/A,378.00,378.00,Syngenta AG
AMRUTANJAN.NS,Stocks,N/A,704.00,704.00,Amrutanjan Health Care Limited
BA0ADS.SG,N/A,N/A,N/A,N/A,N/A
MQGKOY-A,N/A,N/A,N/A,N/A,N/A
EK7.F,Stocks,N/A,0.40,0.40,Agricultural Bank of China Limited
02P.SG,Stocks,N/A,0.10,0.10,PEARL GOLD AG Inhaber-Aktien o.
0R5G.L,Stocks,N/A,59.91,59.91,Sunrise Communications Group AG
ASPZ,Stocks,N/A,0.24,0.24,"Asia Properties, Inc."
3137-OL.HK,Stocks,N/A,33.25,33.25,CSOP CES A80
AULH.EX,N/A,N/A,N/A,N/A,N/A
0LO9.L,Stocks,N/A,0.00,0.00,AMG Advanced Metallurgical Group N.V.
AUS.SG,Stocks,N/A,9.99,9.99,AT&S AUSTRIA TECHN.&SYSTEMT.AGI
0MG0.L,Stocks,N/A,29.32,29.32,Aareal Bank AG
OGSA3.SA,Stocks,N/A,1.04,1.04,Óleo e Gás Participações S.A.
ARVRTRI.BO,Stocks,N/A,6.30,6.30,AVTIL ENTERPRISE LTD
CGS.AX,Stocks,N/A,0.85,0.85,CogState Limited
ERCA.DE,Stocks,N/A,5.73,5.73,Telefonaktiebolaget LM Ericsson (publ)
14A.BE,Stocks,N/A,0.35,0.35,ATAC RESOURCES LTD
RAIL,Stocks,N/A,16.21,16.21,"FreightCar America, Inc."
ERCA.MU,Stocks,N/A,5.99,5.99,ERICSSON B ADR
2CDA.F,Stocks,N/A,11.66,11.66,"Controladora Vuela Compañía de Aviación, S.A.B. de C.V."
JPX.BE,Stocks,N/A,25.95,25.95,"AEROVIRONMENT DL -,0001"
3152.TWO,Stocks,N/A,320.00,320.00,ADVANCED CERAMIC X TWD10
TAXA345.SA,Stocks,N/A,1.00,1.00,FINANC/TERMO
6556.KL,Stocks,N/A,3.19,3.19,Ann Joo Resources Berhad
TRBA.F,Stocks,N/A,4.94,4.94,Trinity Biotech plc
23H.MU,Stocks,N/A,0.70,0.70,HIGHFIELD RESOURCES LTD
GNZUF,Stocks,N/A,1.61,1.61,"Guangzhou Automobile Group Co., Ltd."
9ME.F,Currency,N/A,0.00,0.00,Alterra Power Corp.
MUVB.F,Stocks,N/A,17.67,17.67,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft
A60.F,Stocks,N/A,221.83,221.83,Allergan plc
OOA.L,Mutual fund,N/A,119.00,119.00,Octopus AIM VCT Ord
A5A.SG,Stocks,N/A,1.41,1.41,asknet AG NAMENS-AKTIEN O.N.
JAYAGROGN.NS,Stocks,N/A,988.55,988.55,Jayant Agro-Organics Limited
A68U.SI,Stocks,N/A,1.10,1.10,Ascott Residence Trust
RU000A0JVT35.ME,Stocks,N/A,400.00,400.00,ISU EFG-3
ADS.SG,Stocks,N/A,185.22,185.22,adidas AG Namens-Aktien o.N.
JM4A.F,Stocks,N/A,0.16,0.16,Aquila Resources Inc.
ATHARVENT.BO,Stocks,N/A,2.11,2.11,Atharv Enterprises Limited
3HA.MU,Stocks,N/A,3.28,3.28,HUON AQUACULTURE GROUP
2682.KL,Stocks,N/A,0.55,0.55,Amalgamated Industrial Steel Berhad
KENT.IS,Stocks,N/A,164.80,164.80,Kent Gida Maddeleri Sanayii ve Ticaret AS
ARR,Stocks,N/A,25.34,25.34,"ARMOUR Residential REIT, Inc."
SILVR.IS,Stocks,N/A,1.56,1.56,Silverline Endustri ve Ticaret A.S.
R2:TEKA3S.SA,N/A,N/A,N/A,N/A,N/A
4M4.BE,Stocks,N/A,63.65,63.65,MACQUARIE GROUP LTD
4P9.BE,Stocks,N/A,0.09,0.09,PAN ASIA ENVIRONM.PR.GR.
4XN.F,Stocks,N/A,3.21,3.21,Xunlei Limited
A3C.BE,Stocks,N/A,1.86,1.86,"ACTEOS S.A. INH. EO-,50"
STB1.F,Stocks,N/A,319.20,319.20,STRABAG AG
A4M.BE,Stocks,N/A,5.61,5.61,"ALMA MEDIA CORP. EO -,60"
LIV.BE,Stocks,N/A,92.77,92.77,"AUTOLIV INC. DL-,01"
LYI.SG,Stocks,N/A,0.06,0.06,LYNAS CORP. LTD. Registered Sha
TPC.AX,Stocks,N/A,0.68,0.68,TPC Consolidated Limited
ADN1.F,Stocks,N/A,54.00,54.00,adesso AG
NLY-PD,Stocks,N/A,25.60,25.60,"Annaly Capital Management, Inc."
AHOF.BE,N/A,N/A,N/A,N/A,N/A
PKL.F,Stocks,N/A,33.56,33.56,Pankl Racing Systems AG
AIL.BO,Stocks,N/A,0.00,0.00,AIL.BO
PKREF,Stocks,N/A,0.04,0.04,Peak Resources Limited
AKTAV.HE,Stocks,N/A,8.92,8.92,Aktia Bank p.l.c.
SANT.HM,Stocks,N/A,13.40,13.40,S+T AG (Z.REG.MK.Z.)O.N.
ATNINTER.BO,Stocks,N/A,0.27,0.27,ATN INTERNATIONAL LTD.
SER.AX,Stocks,N/A,0.01,0.01,Strategic Energy Resources Limited
AWZ.BE,Stocks,N/A,6.39,6.39,ATWOOD OCEANICS DL 1
A8N.MU,Stocks,N/A,2.55,2.55,AOVO TOURISTIK AG O.N.
CSX1.SG,Stocks,N/A,14.25,14.25,Credit Suisse Group AG Nam.-Akt
MQG.SG,Stocks,N/A,0.25,0.25,Medusa Mining Ltd. Registered S
AZU.SG,Stocks,N/A,20.75,20.75,Ebro Foods S.A. ACCIONES NOM. E
AOIL,Stocks,N/A,0.01,0.01,"Armada Oil, Inc."
GPI1.SG,Stocks,N/A,0.06,0.06,China Oil & Gas Group Ltd. Regi
AX6.BE,Stocks,N/A,14.63,14.63,"AVX CORP. DL-,01"
HIG-UN.TO,Stocks,N/A,9.01,9.01,Global Healthcare Income & Growth Fund
AZG2.BE,Stocks,N/A,4.40,4.40,ACACIA RESEARCH CORP.
AK61.F,Stocks,N/A,0.00,0.00,AK61.F
BRG-B.ST,Stocks,N/A,2.39,2.39,Bergs Timber AB (publ)
ADVPETR-B.BO,Stocks,N/A,22.60,22.60,Advance Petrochemicals Ltd.
CLADD,Stocks,N/A,1.01,1.01,"China Liaoning Dingxu Ecological Agriculture Development, Inc."
BZ1.F,Stocks,N/A,34.95,34.95,Assystem SA
CMUA.F,Stocks,N/A,0.00,0.00,CMUA.F
AIV.F,Stocks,N/A,39.56,39.56,Apartment Investment and Management Company
DZRD.ME,Stocks,N/A,1760.00,1760.00,Open Joint Stock Company Donskoy Factory of Radiocomponents
ALPA-BE.NS,Stocks,N/A,49.85,49.85,ALPA LABORATORIES INR10
YRR.AX,Stocks,N/A,0.01,0.01,Australian Vanadium Limited
AOX.HM,Stocks,N/A,12.45,12.45,ALSTRIA OFFICE REIT-AG
NWR.AX,Stocks,N/A,0.00,0.00,NWR.AX
APAM.PA,N/A,N/A,N/A,N/A,N/A
0M6A.SG,Stocks,N/A,0.03,0.03,"MOL Global, Inc."
ASHG,Stocks,N/A,275.00,275.00,Ash Grove Cement Company
FFXLF,Stocks,N/A,0.75,0.75,FAIRFAX MEDIA LTD NPV
ATNAF,Stocks,N/A,0.00,0.00,ATNA Resources Ltd.
GEAGY,Stocks,N/A,43.09,43.09,GEA Group Aktiengesellschaft
ATX.V,Stocks,N/A,0.10,0.10,Argentex Mining Corporation
EADF.EX,N/A,N/A,N/A,N/A,N/A
CLUTCHAUTO.BO,Stocks,N/A,6.32,6.32,CLUTCH AUTO LTD.
HLE.SG,Stocks,N/A,46.35,46.35,Hella KGaA Hueck & Co. Inhaber-
BAKAN.IS,Stocks,N/A,1.29,1.29,Bakanlar Medya A.S.
HSN.AX,Stocks,N/A,3.50,3.50,Hansen Technologies Ltd
JETAIRWAYS.NS,Stocks,N/A,533.25,533.25,Jet Airways (India) Limited
LHB.AX,Stocks,N/A,0.08,0.08,Lionhub Group Limited
CADN.SW,Stocks,N/A,1.29,1.29,Sociedad Comercial del Plata S.A.
3R7.F,Stocks,N/A,0.03,0.03,Rex Minerals Limited
CTY.MU,Stocks,N/A,1.28,1.28,CATHAY PAC. AIRW.
MLT.AX,Stocks,N/A,4.46,4.46,Milton Corporation Limited
0105@OM.KL,N/A,N/A,N/A,N/A,N/A
OUBSF,Stocks,N/A,20.70,20.70,UBS Group AG
SWVK.MU,Stocks,N/A,3.50,3.50,SOLARWORLD AG O.N.
RUSP.ME,Stocks,N/A,0.43,0.43,JSC Ruspolymet
ASIANBRG.BO,Stocks,N/A,1.45,1.45,ASIAN BEARINGS LTD.
SPR.BE,Stocks,N/A,52.51,52.51,A.SPRINGER SE VNA
EAGN.BE,Stocks,N/A,0.02,0.02,ANDEANGOLD LTD
STB1.HM,Stocks,N/A,325.00,325.00,STRABAG AG NA O.N.
ECOA-CRA72B0.SA,N/A,N/A,N/A,N/A,N/A
A1OS.F,Stocks,N/A,61.40,61.40,All for One Steeb AG
EGRKI,Stocks,N/A,101.00,101.00,"Entergy Arkansas, Inc."
42S.SI,Stocks,N/A,0.09,0.09,Astaka Holdings Limited
ELDEHSG.BO,Stocks,N/A,733.95,733.95,Eldeco Housing and Industries Limited
AHFCF,Stocks,N/A,0.09,0.09,LOGiQ Asset Management Inc.
AIV.AX,Stocks,N/A,0.09,0.09,Activex Limited
AJW.MU,Stocks,N/A,2.07,2.07,"ANGES MG, INC."
HONAUT6.BO,Stocks,N/A,0.00,0.00,HONAUT6.BO
APA.MU,Stocks,N/A,43.45,43.45,"APACHE CORP. DL -,625"
EUCA4F.SA,N/A,N/A,N/A,N/A,N/A
55O.F,Stocks,N/A,6.03,6.03,Apollo Investment Corporation
MKO.AX,Stocks,N/A,0.07,0.07,Echo Resources Limited
ASAHILR.BO,Stocks,N/A,0.00,0.00,ASAHILR.BO
FLIDY,Stocks,N/A,6.00,6.00,FLSmidth & Co. A/S
AUSO.BA,Stocks,N/A,88.90,88.90,Autopistas Del Sol SA
SABB,Stocks,N/A,3.77,3.77,SANTA ANA BUSINESS COM STK USD0
7AG.F,Stocks,N/A,37.14,37.14,Ag Growth International Inc.
FNMAG,Stocks,N/A,11.00,11.00,Federal National Mortgage Association
7KT.F,Currency,N/A,0.00,0.00,KTG Agrar SE
R3N.F,Stocks,N/A,0.06,0.06,NOVARISE RENEWBLE RES.IN.
DPA.L,Stocks,N/A,1.06,1.06,DP Aircraft I Limited
AMLSTEEL-BE.NS,Stocks,N/A,0.00,0.00,AMLSTEEL-BE.NS
EXG.AX,Stocks,N/A,0.04,0.04,Excelsior Gold Limited
SLB.SW,Stocks,N/A,71.00,71.00,Schlumberger Limited
ADD.MU,Stocks,N/A,5.20,5.20,ADLER MODEMAERKTE AG O.N.
SP2.SG,Stocks,N/A,164.37,164.37,Shire PLC Reg.Shs (Spons.ADRs)/
ADV.MC,Stocks,N/A,3.78,3.78,"Adveo Group International, S.A."
IAB.AX,Stocks,N/A,1.05,1.05,Inabox Group Limited
AGA.F,Stocks,N/A,551.97,551.97,Alleghany Corporation
T9Z.EX,N/A,N/A,N/A,N/A,N/A
APTECHT.NS,Stocks,N/A,212.60,212.60,Aptech Limited
MYMSF,Stocks,N/A,0.05,0.05,Asean Energy Corp.
AYO.SG,Stocks,N/A,0.02,0.02,ABENGOA S.A. Acciones Port. A E
NEH.F,Stocks,N/A,239.00,239.00,"NetEase, Inc."
GNPWR.IS,Stocks,N/A,0.00,0.00,Genpower Holding A.S.
OEZVF,Stocks,N/A,14.60,14.60,VERBUND AG
BREC.F,Stocks,N/A,8.64,8.64,Banco Bradesco S.A.
ANSLF,Stocks,N/A,17.40,17.40,Ansell Limited
HLGYO.IS,Stocks,N/A,0.98,0.98,Halk Gayrimenkul Yatirim Ortakligi A.S
SFTU.F,Stocks,N/A,33.56,33.56,SoftBank Group Corp.
CYBERTECH.BO,Stocks,N/A,66.85,66.85,CYBERTECH SYSTEMS AND SOFTWARE
SLDC,Stocks,N/A,0.15,0.15,"SmartSet Automation, LLC"
APOL.JK,Stocks,N/A,58.00,58.00,Arpeni Pratama Ocean Line Tbk.
SLL.DE,Stocks,N/A,62.33,62.33,Schoeller-Bleckmann Oilfield Equipment Aktiengesellschaft
N5A.F,Stocks,N/A,0.12,0.12,Nok Airlines Public Company Limited
NABQOR-A,N/A,N/A,N/A,N/A,N/A
NCB.DE,Stocks,N/A,21.75,21.75,Bank of America Corporation
0006-OL.HK,Stocks,N/A,72.80,72.80,POWER ASSETS
PHBA.F,Stocks,N/A,27.33,27.33,Sonova Holding AG
AK7.F,Stocks,N/A,0.16,0.16,Alkane Resources Limited
GUSGR.IS,Stocks,N/A,1.28,1.28,Gunes Sigorta Anonim Sirketi
PZX.DU,Stocks,N/A,4.88,4.88,PING AN INS.C.CHINA H YC1
SAVE,Stocks,N/A,59.19,59.19,"Spirit Airlines, Inc."
EPN.F,Stocks,N/A,21.43,21.43,Enel Generación Chile S.A.
UZERB.IS,Stocks,N/A,0.83,0.83,Uzertas Boya Sanayi Ticaret ve Yatirim Anonim Sirketi
MABA,Stocks,N/A,0.27,0.27,"American Biogenetic Sciences, Inc."
LEO.ST,Stocks,N/A,47.00,47.00,LeoVegas AB (publ)
0E64.L,Stocks,N/A,79.97,79.97,DO & CO Aktiengesellschaft
MUX.SG,Stocks,N/A,13.80,13.80,mutares AG Inhaber-Aktien o.N.
0MSJ.L,Stocks,N/A,129.88,129.88,TGS-NOPEC Geophysical Company ASA
PA8.F,Stocks,N/A,2.52,2.52,Paion AG
W3PA.BE,Stocks,N/A,1.06,1.06,AURA MINERALS INC.
PBHA-DEB210B.SA,N/A,N/A,N/A,N/A,N/A
0O9Q.L,Stocks,N/A,0.00,0.00,alstria office REIT-AG
PEB5.F,N/A,N/A,N/A,N/A,N/A
0OG4.L,Stocks,N/A,15.59,15.59,Affine R.E.
OLH.AX,Stocks,N/A,0.03,0.03,Oldfields Holdings Limited
HQ1N.SG,Stocks,N/A,2.15,2.15,ARCA biopharma Inc. Registered
0NNU.L,Stocks,N/A,30.73,30.73,N.V. Nederlandsche Apparatenfabriek Nedap
7099.KL,Stocks,N/A,1.07,1.07,Atta Global Group Berhad
RPH.DU,Stocks,N/A,3.34,3.34,ANGLO AMER.PLAT.ADR 1/6/
TAXA83L.SA,Stocks,N/A,0.01,0.01,FINANC/TERMO
RPTZF,Stocks,N/A,0.41,0.41,ArPetrol Ltd.
WBULK.OL,Stocks,N/A,0.00,0.00,Bulk Invest ASA
SCA.DE,Stocks,N/A,30.74,30.74,Svenska Cellulosa Aktiebolaget SCA (publ)
0DZ0.L,N/A,N/A,N/A,N/A,N/A
SIV.AX,Stocks,N/A,7.52,7.52,Silver Chef Limited
0R87N.MX,Stocks,N/A,422.36,422.36,ASSA ABLOY AB
INTELLECT-EQ.NS,Stocks,N/A,128.50,128.50,INTELLECT DESIGN A INR5
0K5E.L,Stocks,N/A,55.69,55.69,Dragerwerk AG & Co. KGaA
0IKJ.L,Stocks,N/A,0.00,0.00,Wärtsilä Oyj Abp
ALKYLAMINE.NS,Stocks,N/A,464.45,464.45,Alkyl Amines Chemicals Limited
0Q2K.L,Stocks,N/A,0.00,0.00,Awilco Drilling Plc
AM6.F,Stocks,N/A,6.42,6.42,"Amicus Therapeutics, Inc."
1007@OM.KL,N/A,N/A,N/A,N/A,N/A
0OIQ.L,Stocks,N/A,9.41,9.41,"Acerinox, S.A."
TUCS1.BA,Stocks,N/A,66.00,66.00,TUCUMAN(PROV OF) 2% BDS 02/2018
ADM.DE,Stocks,N/A,37.95,37.95,Archer-Daniels-Midland Company
RY4A.BE,N/A,N/A,N/A,N/A,N/A
AWGL,Stocks,N/A,0.10,0.10,"AWG, Ltd."
0QMN.L,Stocks,N/A,0.00,0.00,Actelion Ltd
GD2.F,Stocks,N/A,0.00,0.00,Renu Energy Limited
1MOA.F,Stocks,N/A,35.41,35.41,"MOMO UNSP.ADR A1 DL-,0001"
AFL.MU,Stocks,N/A,67.29,67.29,"AFLAC INC. DL -,10"
38A.F,Stocks,N/A,0.03,0.03,Archer Exploration Limited
MZN.AX,Stocks,N/A,0.01,0.01,Marindi Metals Limited
950130.KQ,Stocks,N/A,5040.00,5040.00,"Access Bio, Inc."
ADL.SG,Stocks,N/A,14.36,14.36,ADLER REAL ESTATE AG Inhaber-Ak
97A.BE,Stocks,N/A,0.08,0.08,GROWMAX RES CORP.
BZTA.SG,Stocks,N/A,4.33,4.33,Auckland Intl Airport Ltd. Regi
ACD-R.BK,Stocks,N/A,0.00,0.00,Green Resources Public Company Limited
AKAIMPX.BO,Stocks,N/A,0.00,0.00,AKAIMPX.BO
ACSYF,Stocks,N/A,1.00,1.00,Accsys Technologies Plc
MQGKOD-A,WARRANT,N/A,9.54,9.54,MACQ GROUP MINI L
ANGBF,Stocks,N/A,0.06,0.06,Anglo-Bomarc Mines Ltd.
ARWJF,Stocks,N/A,0.00,0.00,Aroway Energy Inc.
AOMD.DU,Stocks,N/A,29.39,29.39,ALSTOM S.A. INH. EO 7
500058.SS,Stocks,N/A,0.96,0.96,GALAXY ASSETS MGT YINFENG SECUR
AYL.CN,Stocks,N/A,0.01,0.01,Aylen Capital Inc.
AYJ.F,Stocks,N/A,2.75,2.75,Valneva SE
BGOUF,Stocks,N/A,10.67,10.67,Bang & Olufsen a/s
5106@OM.KL,N/A,N/A,N/A,N/A,N/A
BO4.SG,Stocks,N/A,9.76,9.76,Borregaard ASA
54M.F,Stocks,N/A,26.84,26.84,MOTORCAR PARTS OF AMERICA
CADUA.MX,Stocks,N/A,9.80,9.80,"Corpovael, S.A. de C.V."
ESSSF,Stocks,N/A,71.45,71.45,ESSO(FRANCAISE) EUR7.65
A7U.BE,N/A,N/A,N/A,N/A,N/A
PGZ.SG,Stocks,N/A,2.38,2.38,PRIMARY HEALTH CARE LTD. Regist
CTD.AX,Stocks,N/A,22.18,22.18,Corporate Travel Management Limited
F3C.DE,Stocks,N/A,3.70,3.70,SFC Energy AG
AAGN.SG,Stocks,N/A,0.00,0.00,AAGN.SG
9AX.SG,Stocks,N/A,28.32,28.32,Axalta Coating Systems Ltd. Reg
AIE-R.BK,Stocks,N/A,0.67,0.67,AI Energy Public Company Limited
8AC.SG,Stocks,N/A,24.55,24.55,Amsterdam Commodities N.V.
APEOF,Stocks,N/A,0.08,0.08,GrowMax Resources Corp.
A8B.SG,Stocks,N/A,52.58,52.58,Ambarella Inc. Registered Share
AURANPAP.BO,Stocks,N/A,1.64,1.64,Aurangabad Paper Mills Limited
ABE.VI,Stocks,N/A,14.70,14.70,AB EFFECTENBETEILIGUNGEN AG
BMN.AX,Stocks,N/A,0.04,0.04,Bannerman Resources Limited
AHC-R.BK,Stocks,N/A,34.25,34.25,Aikchol Hospital Public Company Limited
BNPH.F,Stocks,N/A,32.67,32.67,BNP Paribas SA
1163.KL,Stocks,N/A,11.70,11.70,Allianz Malaysia Berhad
BSDK.BE,Stocks,N/A,6.32,6.32,BCO SANTANDER ADR 1
ALMGI.PA,Stocks,N/A,1.76,1.76,MG International
ENMA3BF.SA,Stocks,N/A,0.00,0.00,ENMA3BF.SA
ALS.DU,Stocks,N/A,77.67,77.67,"ALLSTATE CORP. DL-,01"
ACI.MX,N/A,N/A,N/A,N/A,N/A
AAD.DE,Stocks,N/A,82.19,82.19,Amadeus FiRe AG
ACWN.HM,Stocks,N/A,29.59,29.59,A.S.CREATION TAPETEN NA
ANSALHSG.BO,Stocks,N/A,30.70,30.70,Ansal Housing & Construction Ltd.
AFST,Stocks,N/A,25.50,25.50,"AmTrust Financial Services, Inc"
ATLCY,Stocks,N/A,33.10,33.10,Atlas Copco AB
AKQ.BE,Stocks,N/A,4.40,4.40,INDUSTRIAS CH S.A. B
RO5K.F,Stocks,N/A,0.34,0.34,Ropal Europe AG
ALCOG.PA,Stocks,N/A,5.99,5.99,Cogra 48 SA
AJ91.DU,Stocks,N/A,8.57,8.57,DOCCHECK AG NA O.N.
ALFIG.PA,Stocks,N/A,0.00,0.00,Figeac-Aero Société Anonyme
FSCGF,Stocks,N/A,3.12,3.12,4SC AG NPV
ASUXF,Stocks,N/A,0.28,0.28,Amerisur Resources PLC
BCS-P,Stocks,N/A,25.99,25.99,Barclays Bank PLC ADR Ser 2 rep
COR.EX,N/A,N/A,N/A,N/A,N/A
AFS.F,Stocks,N/A,140.49,140.49,"Affiliated Managers Group, Inc."
AXZA.MU,Stocks,N/A,10.36,10.36,AMCOR LTD
AMNS.TA,Stocks,N/A,0.00,0.00,Amnis Therapeutics Ltd
DNE.DU,Stocks,N/A,3.89,3.89,DOWNER EDI
VPA.BE,Stocks,N/A,0.51,0.51,"AVEO PHARMACTCLS DL-,001"
BIONOR.OL,Stocks,N/A,0.15,0.15,Bionor Pharma ASA
ARII.JK,Stocks,N/A,416.00,416.00,Atlas Resources Tbk.
SO3.MU,Stocks,N/A,0.43,0.43,DANAKALI LTD
AYES.IS,Stocks,N/A,1.68,1.68,Ayes Celik Hasir Ve Cit Sanayi A.S.
CMBT.DU,Currency,N/A,7.26,7.26,ATEVIA AG NA O.N.
CMPUY,Stocks,N/A,29.40,29.40,CompuGroup Medical AG
CVXTY,Stocks,N/A,63.00,63.00,Covestro AG
CAI.VI,Stocks,N/A,20.92,20.92,CA IMMOBILIEN ANLAGEN AG
GW2A.BE,Stocks,N/A,102.44,102.44,GW PHARMACEUTICALS ADR/12
ABB030.NZ,Stocks,N/A,4.26,4.26,ABB 15/06/2024 6.65% - ASB Bank
FAGR-FID01B0.SA,Stocks,N/A,836.81,836.81,FDC V1 AGRO F01 MB
WSV2.HM,Stocks,N/A,24.42,24.42,VIENNA INSURANCE GRP INH.
EZHA.MU,Stocks,N/A,0.47,0.47,DESARROLLADORA HOMEX ADR
CGE.MU,Stocks,N/A,0.00,0.00,CGE.MU
GRY.AX,Stocks,N/A,0.20,0.20,Gryphon Minerals Ltd.
DCC.AX,Stocks,N/A,0.04,0.04,DigitalX Limited
GOLN.MX,Stocks,N/A,95.65,95.65,GOL Linhas AÃ©reas Inteligentes S.A.
EXC.V,Stocks,N/A,0.10,0.10,Essex Angel Capital Inc.
INVJ.BA,Stocks,N/A,11.20,11.20,Inversora Juramento S.A.
GNCEO.BA,Stocks,N/A,984.00,984.00,GENNEIA S.A. 4.75% NT 16/01/201
IPRU2262-MF.NS,Stocks,N/A,11.00,11.00,ICICI PRUDENTIAL A EQUITY SAVIN
ANEWF,Stocks,N/A,22.50,22.50,Australia and New Zealand Banking Group Limited
OIXA.F,Stocks,N/A,70.62,70.62,ORIX Corporation
